"activity","sex","meanx","meany","meanz","skewx","skewy","skewz","kurtx","kurty","kurtz","corxy","coryz","corxz","e1","e2","e3"
"standup_chair",0,-0.342633889919604,6.03854329004329,7.56675108225108,-0.44504671705573,0.206265805089568,0.039352943863126,1.82565995315148,2.48579102154457,2.51660545515835,0.414059613857082,-0.360683815333386,0.199241597371422,151.144299058992,151.308403189561,139.374306483711
"sitdown_chair",0,-1.30483064516129,3.63582680491552,8.94176152073733,-0.903747093364645,1.79533352713594,-1.53784506254591,2.2161790072703,23.1209469173097,12.1076471878968,-0.331355602696465,-0.457356569388405,0.781223252881256,110.892897552486,120.103821195187,165.997004291342
"pour_water",0,0.828378800107612,3.03650955071294,8.94596341135324,-0.442198005154616,-0.705858828285426,-0.331929175261902,2.01446096874155,2.28372736665725,3.5591019345914,0.83076823123437,-0.360290754997065,-0.453125374181796,167.240938194378,215.837042711218,210.465119144047
"drink_glass",0,1.42367082467083,0.226680625680625,8.61531996831997,-0.0400459003862148,-0.0582426001247687,-0.720723478980767,1.4849687511547,1.68886822677174,6.32484695719239,-0.6617682018574,0.406962610620626,-0.50537940814464,225.665915269667,381.785284178591,362.713682797773
"standup_chair",0,-3.77017689530686,2.24626009970775,8.31326955475331,0.399244857634929,-0.039714470642049,0.320219637132869,1.28427856923607,2.85278666857256,1.45088029713431,-0.286931548209518,-0.257781190753553,0.955353581646476,153.478612329285,76.1879313612386,148.131889714371
"sitdown_chair",0,-2.44396850998464,2.46844585253456,8.89280683563748,-0.573814941937489,-0.999372398284569,-1.06483905412997,1.53282531301115,4.13259928887335,4.7246704094744,-0.276912420119696,-0.332136982262405,0.907506604371405,117.973907420865,74.7639369397754,149.553797641567
"pour_water",1,0.238473302757487,1.41168421946662,8.83406166128758,0.0819626553069282,-0.22319464410446,-0.422047515917778,1.50594638037571,1.52323208074659,5.2794356096847,0.911255247031506,-0.163125103823867,-0.283624466677586,524.175796616894,791.930881956151,633.433932227586
"drink_glass",1,3.52204846485663,3.73852194874397,8.04559781781274,0.183969626015991,0.0778624306760305,-0.314702859667563,1.40377875534715,1.95166995609261,3.50406883577431,-0.620178130931932,-0.467895530335649,-0.203640933091105,300.209559368724,433.800112544732,381.546270118765
"standup_chair",1,-2.84998573437814,4.64686578259996,7.54118243922041,0.426269994332935,-0.61965395300578,0.279207061790238,1.30502202457073,3.00076651083698,1.39832639461596,-0.770124311993705,-0.782442250379062,0.914377879222449,140.269370765051,106.320811695809,135.015638497645
"sitdown_chair",1,-1.93076044206078,4.4758899723712,7.9852044531123,-0.154010576404671,-0.908484179261618,0.0616409925730855,1.20214804134233,4.28805066246266,2.32510336619434,-0.644305801463952,-0.646139488079792,0.938559907520124,176.276043818582,131.876667184675,181.541260236252
"pour_water",1,0.667910996153334,2.49669942963258,8.38238055445019,-0.277506971859439,-0.700492067418074,0.418656468248411,1.83492124680224,1.80123069894345,5.01949945596128,0.89581316728624,-0.0843438818876459,-0.183706785398348,181.934401567526,273.641013534986,238.053078979338
"drink_glass",1,4.34957495590829,2.90452067411327,7.92826213338559,-0.423055100496748,0.034577213192937,-0.285451550991859,1.48102173376305,1.93697020634149,7.20217225389456,-0.834837729306077,-0.169916421322531,0.0635566928333345,485.856156410068,690.837437467928,520.37642975895
"standup_chair",1,-3.07680009429514,5.05325695426686,7.15916595945309,0.546298201862902,-0.663971854722307,0.483189680985312,1.4442627639007,4.59225033814562,1.54284288577345,-0.601573506015593,-0.632922863809052,0.931336662994682,126.934599744989,82.7487149740198,105.560595079228
"sitdown_chair",1,-1.4167972843756,4.60857620960031,8.03101835915089,-0.380309834149604,0.904826371563797,-0.576466293984358,1.35027121490473,15.0607850819204,3.07577836182863,-0.571973520780673,-0.661226533675666,0.915110727142218,158.795028428054,124.850159763062,164.473343557523
"standup_chair",0,-5.82275468975469,2.6005811172954,5.45384209441353,0.746646742505595,0.420599648920267,0.375616447395752,1.71178629175875,3.83351830785947,1.3203212454719,0.63540813849899,0.590620713489718,0.912207309774022,493.381876371866,224.485107996424,408.46706669037
"sitdown_chair",0,-3.50713166463167,3.39139133089133,6.68699755799756,-0.500896248682649,0.651350072030291,-0.648174033715698,1.44449029426227,4.65479009215764,1.67221770045475,0.469828145424037,0.55178639483378,0.967817660164296,476.403881860617,268.807368097946,493.744099356485
"standup_chair",0,-5.00412344555657,3.14523657870792,5.41902699423718,0.23456321253713,0.165766923484173,0.15575044877469,1.19536042721317,3.61000709877694,1.16132552024992,0.614173350773769,0.503380329806321,0.943829849518177,277.008240819899,133.883254539486,228.593949527041
"sitdown_chair",0,-2.27503543743079,3.52838630490956,6.98980657069029,-0.738365255297611,0.21101751421189,-0.812906537083673,1.65303088064065,4.05096011162147,1.99535043498148,0.19403272888967,0.200392411298262,0.974348322733287,542.000330071912,277.684206829304,590.641453820726
"standup_chair",0,-5.60137452869711,3.57882711911744,4.37579569892473,0.665257213072111,-1.09791791686626,0.485928708796537,1.62036728060867,4.42379203668922,1.48466696980134,0.0515928859241196,-0.174268661115633,0.892190071370313,345.617276978207,142.348848649808,269.411565791035
"sitdown_chair",0,-5.28468281573499,6.11842967563837,2.88766059351277,-0.597978383445589,-2.08078013679258,-0.463305220971684,1.98930155694366,6.24083802140653,1.36893514281121,0.690433259721724,0.64244333010982,0.885857423880448,189.639797749404,216.175160261971,252.570977372361
"standup_chair",0,-6.37182325760493,5.3233830060326,2.08366486972147,0.10086818583072,-1.32938370405915,0.087037009358635,2.17353798791007,3.72251082308934,1.68404148376397,0.555235649347758,0.374957749386178,0.791843370703084,285.312776320716,302.002272575498,292.711343878887
"sitdown_chair",0,-4.64120459504557,5.80292170453087,4.56442805801566,-0.715223518029646,-2.42468633627653,-0.844415463833989,1.96970054208687,8.31147225261054,2.00397948566885,0.52839648811381,0.546321690002495,0.905474737104443,244.569593780497,224.091387128962,286.289356131179
"standup_chair",0,-6.08042929475588,5.20917890295358,1.88495081374322,0.214721701034082,-1.42799873914669,0.576929106425231,2.47967725103843,3.8815750056778,1.59532780630635,0.316832002389656,-0.0769377457801145,0.802479230027861,301.52172524957,317.798935552666,331.598648431981
"sitdown_chair",0,-3.73085422740525,4.30382385811467,5.28537682215744,-0.23891297612151,-0.108335120983725,-0.391847203101437,1.82232501423079,1.82943559348192,1.37074800201107,-0.228475644138212,-0.587717095478897,0.849683768304292,303.248583472859,349.775725085075,419.840710466493
"standup_chair",0,-7.38661047863876,1.59352001468968,3.31848292324642,1.34177789499342,-1.68673404358641,0.546581752285458,3.0840953242139,7.21939197116642,3.00127365897224,-0.0452834900780707,0.156162841474753,0.866246351276492,345.055069629403,205.968403794797,343.196587719267
"sitdown_chair",0,-4.64252316164561,3.31049119965446,4.69123021272001,-0.0851124708201165,-0.236401979120327,-0.13972293901453,1.26338113805582,2.35314719257084,1.14519763965499,-0.715037540926815,-0.835491560488843,0.936960121906248,326.392753651473,298.327203247947,443.434443751226
"standup_chair",1,-6.71462541380189,2.95029004329005,2.92407079195315,0.96002244958712,-1.52542075129103,0.867795231444776,2.25556603092157,7.04673342546797,2.18365250660738,-0.360059525250282,-0.300676162325874,0.948908630724988,377.114503837305,180.572311885926,336.541414771257
"sitdown_chair",1,-3.43108488612837,2.2693434552565,6.25986887508627,-0.367765683715971,-1.308137665618,-0.610216863790354,1.5265256520972,9.22967873588612,1.76360023358914,-0.114965593083096,0.00807564037675534,0.909764440520593,437.291865957337,327.228046467825,489.471782254088
"standup_chair",1,-5.62248785228377,2.72309475218659,4.40031146744412,0.307421616372015,-0.47380056778824,0.230490856460671,1.35843261186691,3.73320938698529,1.44819165184354,-0.568577515260721,-0.513965340750727,0.949081412189062,417.531638327378,180.127282132371,386.132982753364
"sitdown_chair",1,-4.99424356869185,2.13670968801314,5.2830026272578,0.159901390248905,-1.5085707343823,-0.0738688490649168,1.26576742119371,9.85449550405736,1.32328053327783,-0.515117854482096,-0.416738576952374,0.93289510877099,434.702194959129,300.79660067101,450.708817609928
"descend_stairs",0,-6.90011941391942,4.63959096459097,1.71934261294261,0.957016604069843,1.55123982141443,1.84622935073365,3.67532025182374,7.04362214636599,6.0039991718901,-0.296571650123697,-0.0376366456911005,0.754456241953343,534.407618779559,321.413494303055,275.348912976591
"standup_chair",1,-6.58375549986077,2.15180395433027,3.17309161793373,0.761232926047343,-0.416281616966822,0.660198361562143,1.94380545223819,2.09696597751054,1.96342918350365,-0.52295808445748,-0.44026408412563,0.951970070244969,316.94217965684,164.98053170243,312.214631170246
"sitdown_chair",1,-4.12689293924466,1.48619671592775,6.5314293377121,-0.626038502075111,0.559143814051512,-0.745378053901724,1.58689233160977,2.2103592702278,1.89787488200757,-0.662902750319722,-0.589328166963133,0.972029911364933,365.601840675114,216.075428726537,452.596623599286
"climb_stairs",0,-7.14374464685203,4.20204911047193,1.78371630979013,1.64278817767212,0.87394889928841,1.81071005258463,5.46973810556379,4.11600524818998,5.87819419151995,-0.144196813822756,0.0860462866682461,0.760027490577351,624.283024246946,312.240964122292,310.727865428938
"standup_chair",1,-6.0739545675413,1.73558576287658,4.24664601554908,0.370465037619594,-0.183834867718941,0.184212945468374,1.37132001570367,1.96167998011241,1.4424158081753,-0.685981987633445,-0.608405436698914,0.944386731441186,332.376141163834,207.626149732819,383.809876660731
"sitdown_chair",0,-4.81433815551537,5.28720132610006,3.68833273056058,0.0293027750817513,0.328634571494073,-0.175224491203136,1.32518104671133,4.03371581193267,2.05432229093392,0.629216671054336,0.626823652703453,0.845996560634236,113.369875027103,121.980180579706,123.770856242162
"sitdown_chair",1,-7.35794796061885,2.35052401044806,3.31299758890898,0.900237486447878,-0.691403974000265,-0.138279526726094,2.64476629686596,2.67550794151785,1.70895057596783,0.674843438594876,0.792158115609391,0.818480261260747,363.188576368615,269.627138269622,402.402704124186
"standup_chair",1,-6.96476182165711,2.86813072384277,3.39375774952215,0.606562104506767,-1.65176801294297,0.519739381591073,1.94552250689494,5.77392949754675,1.66093945128028,0.23644896859388,0.184981338875765,0.920941726746505,614.274380426975,350.22871946333,615.136134953879
"sitdown_chair",1,-4.96080235783634,2.68497619047619,6.04204646324549,-0.125207952493561,-1.10860515751699,-0.639931067135829,1.40302202595346,5.01220376580446,2.05901135949761,0.118228822596487,0.116149155794742,0.91842377949378,402.263775584025,194.622294061632,410.532953543227
"standup_chair",1,-5.76066763848397,2.77244467582952,4.78047605164515,0.232396183507947,-2.53521198399165,0.10696971015699,1.40505446555402,14.4134694592705,1.45481570218607,-0.081391448443285,-0.00138879772742264,0.940532495609442,310.177494034818,185.072549961444,317.768772423899
"standup_chair",0,-5.12894470046083,5.81753807329383,3.51290212859337,0.169048515122965,0.210172521052518,0.147030313859735,1.28045302173928,2.59056609095433,1.44976162636638,0.771959637755849,0.647462771259163,0.906520136896352,153.584028560959,135.96688743301,136.784450157943
"sitdown_chair",1,-4.80728122938926,3.37667365782878,5.93391702941564,-0.436328975290208,1.8139320810283,-0.548336476336802,1.54336263250149,24.0296530405603,1.78947269135192,0.409995453563633,0.384312786853567,0.912004562196328,306.242324606366,194.621902173125,348.206089422086
"descend_stairs",0,-6.81247981502312,4.27917122859643,1.70909473815773,1.029709485289,1.4572537587122,1.59963017173932,3.57485034183217,7.43884389447428,4.70526223737167,-0.416128172378522,-0.0913640463211732,0.790420261848312,542.758408172677,324.295519663521,283.833926600274
"liedown_bed",0,-5.51149972542559,4.12910527967365,5.44303389032713,-0.378989862259294,-0.454160050965136,-0.618184540606815,1.59902838340368,7.12309288512704,1.70752689505937,0.198448216826397,0.0254226512341225,0.743337490878734,620.197134227186,611.715144307113,820.977188428515
"getup_bed",0,-7.5571802512416,3.99631025416301,2.85327957931639,0.834178271039686,0.524201611832373,0.460267750185294,4.8362076658095,6.46366036619297,1.94572818275124,0.257075397082709,0.174564004745397,0.659514802393607,307.940192719158,299.898736207631,301.775439388257
"use_telephone",0,5.71423776165457,1.83959611375198,7.12858827453924,-1.50034940338419,0.97843485642448,1.88051919976421,4.16946358457209,2.42536062245132,9.07349914308237,-0.668752056047815,0.0238976703873195,-0.503069343529058,1300.81118859959,1188.98163704367,895.786935987604
"walk",0,-8.29462217217522,4.25340497494268,0.597766693042789,2.19520218490674,1.10248708907783,2.3742079794225,13.8436517172565,10.1871945321119,14.3277210058762,-0.0698232670245051,0.213599286988962,0.564372995066718,5488.51616846366,3011.25484656582,2857.31826358838
"climb_stairs",0,-6.86287127371274,4.12569512195122,1.26988269454123,1.52767325057952,2.00633429489423,1.74981782286501,4.63477266051672,8.9147295396108,5.18830804547632,-0.181038309854822,-0.0165207596594273,0.876434877320417,677.709536983797,384.884985286342,347.438745177081
"sitdown_chair",0,-4.12474603174603,6.05604469507101,4.41761528822055,-0.34815448553671,0.161717302041637,-0.313442870289809,1.35419670498865,3.10873224878854,1.34541258102565,0.584675413647425,0.396195264525563,0.9189653937079,150.757006619891,133.757370636855,169.955206050115
"standup_chair",0,-5.85624598478445,5.78440715694562,2.7699394195548,0.396545621424459,0.634697860532662,0.526365018425059,1.5076925854841,3.12968213707872,1.71708533407815,0.66366856857964,0.510803667853927,0.870969296972667,114.477193886567,101.158986543313,99.4541043147605
"comb_hair",0,2.2514663522491,2.74179121659313,4.79111045184847,-0.410774237270834,-0.710132381381652,0.466254232841157,2.15051111495539,3.05530949854204,3.27879143306091,-0.266945104215367,0.014813736922479,0.232662240210572,2250.51527855304,3278.6522386497,2247.13394088983
"descend_stairs",0,-6.91297571900047,4.32277699198491,1.87590028288543,1.08369666415425,0.974588117718497,1.62442296023471,3.75716229004273,4.8838373073016,4.56055115744023,-0.366521330606371,-0.0560548265157616,0.793762548607275,576.546579395067,300.745511410123,278.652936662018
"brush_teeth",0,-0.919233906129778,8.77296216978713,0.911269727280499,0.136443425089129,-0.839135095486831,-0.509959537339045,4.66954594803813,4.03167624060028,3.33037608828986,0.346103698627185,-0.556726579164639,-0.391193497010906,9377.61435800529,9739.94858615802,8260.40473619917
"liedown_bed",0,-6.24854615468055,4.66048259030264,4.5487969410999,-0.583086358698293,-0.499632047664657,-0.681561987826033,3.02938972546318,6.41661551594082,2.65902057690937,0.184836903244888,-0.0435364713546633,0.622729490779649,469.36460593599,375.287684482867,484.306183199392
"getup_bed",0,-6.34276984126984,3.7325469924812,4.33978989139515,1.57464640101814,0.519398496008503,-0.124043674860132,7.16673377516031,4.11274278337361,2.00897919611536,0.36004774001087,0.0607101820373522,0.415026282111189,579.208142677932,605.985892306525,602.141432955799
"climb_stairs",0,-7.15386502307779,3.8553928852865,1.43121456715074,1.46885421511757,-0.426672203647328,1.74848919118759,4.57018782165946,15.7170373722511,5.30384210788026,-0.161671275991609,0.121143652809464,0.822638724869454,579.185554655892,374.227329920358,317.737253998311
"climb_stairs",1,-8.20683970315399,3.66830513296228,0.866590847247988,0.277718867035319,-0.645094624626956,-2.69367812084309,4.01846243320155,11.2436119713928,16.5122461803535,-0.0673880863679882,0.135261773698143,-0.381076917013562,423.067142148622,363.428311012791,256.423263719251
"climb_stairs",1,-8.17892499383173,4.09974512706637,1.51336121391562,-0.217862660970039,1.12182245925665,1.19208155297028,3.03656312261276,4.02269924083452,4.98756875324215,0.173305924830692,0.519546149821935,0.480813349407873,414.080657201226,248.752064500235,187.44051852159
"climb_stairs",1,-8.79376034603694,2.94883103421401,1.18954399501208,-0.562762373899302,0.455203966466061,0.600814418865305,2.65344508787916,3.64213683550919,4.07805953834308,-0.388211782303702,0.103650489977075,0.0613134551224283,708.230708187521,349.138529102316,236.796749054458
"climb_stairs",1,-8.72617261904762,3.36183264652015,0.895740384615384,-0.473391189103816,-0.0052109659278236,0.499299857774244,2.58564851437658,2.85241530370951,3.09207612689824,-0.39104427373323,0.287438648299282,0.193472188855694,388.222957924237,205.029574173015,139.855126170791
"walk",1,-8.42137150801007,2.92743223443224,1.91260060020301,-0.0715603397683388,0.159110817559302,1.38397914062713,3.4973686389767,3.3284843323339,4.3183886869664,0.169521865667972,0.475578818054908,0.509532887178052,1364.77049821011,874.456607583529,837.051571998859
"comb_hair",0,0.644718417518851,3.28284743311641,3.76347412457391,-0.133821851524401,-0.52603308905652,0.868158863865367,1.5946518009692,3.54655499101677,3.91648384104674,-0.164729408361176,-0.070239621542169,0.319653740536206,1969.60730727934,2794.19539642699,1942.77322312203
"walk",1,-8.86245229155492,3.08603510340307,0.893287502234935,-0.402456863337822,0.746305051631881,-0.299276216416708,2.6257981747335,5.63876973107263,2.60615841493818,-0.166831060404834,0.091793611485028,-0.0935119597834692,862.864994233898,576.111838944493,420.340891635259
"walk",1,-8.7323845859629,3.21522030981067,0.870144195830942,-0.532021930580312,0.399530847948536,0.819470223294239,3.03549241825932,4.07577552311513,4.4595370306655,-0.141174389455454,0.294564797905702,0.172694497764339,1186.02147585827,927.123539584538,702.712479663596
"walk",1,-8.97751090938048,2.53075696767001,1.18195694643521,-0.617116483228385,-0.470837523634207,0.09665442979031,2.86172132120004,5.01916280115643,3.42117251393083,-0.300119721302993,0.165101216762805,-0.0864134678020623,973.336582268447,613.418688956276,502.430753058304
"climb_stairs",1,-8.13079285082734,4.18832752305166,1.41510104837691,-0.235390947431214,0.859441512638401,0.382324505985281,3.2304888860118,3.35951740938397,3.31304555876802,0.213558673406406,0.208053096996427,0.123720616408969,383.667812286223,253.468546505217,136.720105052407
"climb_stairs",1,-8.60826714285715,3.44377380952381,1.04947547619047,-0.620963805246197,0.19573406645386,-0.399188767998876,2.80176851322249,2.69915861934649,2.61712399749039,-0.1489598404513,0.378000086699698,0.137848615116592,365.195535603623,244.254658258584,123.6587970238
"climb_stairs",1,-8.0266656641604,4.68795614035088,0.6266992481203,-0.593695355637276,0.616226924958797,-0.00270695766899646,2.83442814168818,2.94723823918055,4.10524491976385,0.0252684559277727,-0.211589386244064,-0.0195368404825608,373.785988439732,299.017611765961,148.399602125915
"climb_stairs",1,-7.2344888740543,6.07147196261682,0.918630618602581,-0.869124974925151,0.0705234567693039,1.0042577796503,3.92007002403223,3.75664577722122,3.81242185816221,-0.338220725975102,0.212606239098736,0.257211552766959,395.753186467057,452.881447420968,253.867354076011
"walk",1,-6.76682698751142,6.8524515179206,0.944358919687277,-0.141227530407903,-0.234743218051125,1.01132084787285,3.06557538112422,3.50197809205093,5.09247562451241,-0.0623472591706198,0.123376813428379,0.15611559775545,1178.43039087743,1493.46507702234,917.59215630732
"walk",1,-6.92997501280082,6.59356845878136,0.730554531490015,-0.134118853168257,-0.288088309106196,0.713073439641064,3.36442284869683,3.48803786465849,4.03219569403373,0.0359812679823623,0.0400376629156953,0.159015448813484,1380.07744305896,1678.47524728614,878.045797104698
"walk",1,-8.48078914285715,3.23691390476191,1.44848628571428,0.784670260043867,2.39120819336725,-0.0358275258202488,6.71300795232543,9.99559975601235,12.5207846732593,0.291976156602623,0.226112565158432,-0.146997549963925,1562.18143726819,1046.78976585873,970.595547125133
"standup_chair",0,-3.86891860273521,3.60878250123579,5.00640813972648,-0.00175264987177747,1.16063307243644,0.0689384110027619,1.28599496509458,4.70268211444788,1.14029950049756,0.344554346255492,0.241352539565101,0.94305250069983,274.78302376138,195.629309287412,233.164419119805
"walk",1,-8.98131800531372,2.54268597997139,1.39484488044145,-0.429813353434702,-0.447227931567499,0.0295080691453262,2.95762402672788,4.57466895135937,3.75789926522302,-0.23992829950863,0.243440322671844,-0.140251075507731,1109.25503485137,651.342609339927,545.1845699917
"climb_stairs",1,-8.89436527472528,2.95616776556777,0.644394285714285,-0.327833778913342,0.491064432981286,-0.0217358177934702,2.55435503743977,3.57525909504855,3.04573396693336,-0.312444465820227,0.0110249011678035,0.168822176853964,736.88081955368,371.090410054483,290.191427271366
"climb_stairs",1,-8.84424945391001,3.02947852046017,0.868217271006261,0.15149422223101,0.753812381201665,-0.18278868526612,5.92889209613737,5.1880397424902,3.07931747884826,-0.378613284496587,0.153836762562655,0.133636886488643,793.543883958656,417.198146835921,273.908728706058
"climb_stairs",1,-8.70684953250707,3.37314459665145,1.09062165688193,-0.550505587859539,0.194532169870893,0.153937840488481,3.44303702866762,4.5979317302326,3.3164235447534,-0.402029643174291,0.0179254448049131,0.0105318813365998,375.904093456562,213.052780070163,139.299208799623
"sitdown_chair",0,-4.66375896531452,4.69402439741329,3.8494747207525,0.301137999460878,0.0937496001684847,0.20313813062572,1.20415216862583,1.39990647616935,1.28980546190085,0.835550767040059,0.829432697728424,0.975850935814824,300.974213541158,187.080428555362,236.006065933967
"climb_stairs",1,-8.85551312229438,2.72742640692641,0.931251623376622,-0.479637626351174,0.179977302444808,0.803422144586402,2.81012529403046,3.06963244355723,7.07020262574056,-0.262904070082497,0.202213486143279,0.0810506671083469,779.831282491558,435.208955065017,344.651221437955
"walk",1,-8.90697663187413,2.66295253673989,1.47596671340292,-0.710673882956042,0.0191035212175891,-0.00738090539870639,3.2384780683182,4.69579563484592,3.06503444035619,-0.240957552960632,0.19045315833376,-0.123461641947587,1052.20883872823,660.392772535717,534.842360547452
"walk",1,-8.91470783242259,2.29521129326047,1.35620322664585,-0.566685736681712,0.0814317227324688,0.636825702842403,2.89821694162253,4.24744311924583,6.75719786850259,-0.0973537224799239,0.309888982152626,-0.0430448945477255,1130.57183092217,759.463626983944,635.312246808131
"walk",1,-8.88890552380953,2.26938857142857,1.43214295238095,-0.305344236500618,0.336526195008192,0.393736027338818,3.66352774050094,6.02957330623399,4.76997200840307,0.00802135529293575,0.412953016898767,0.0897984954880827,1285.18448067392,891.936500289022,748.462427303618
"walk",1,-8.89157322951428,2.46331664812755,0.949746861592244,-0.326046691528416,1.75864432904236,-0.206362790955077,2.89818396434827,10.4666017137474,3.51438251515726,0.0404350312732486,-0.0544272747546842,-0.170789562866432,1111.19625750619,825.859908142634,572.040577087392
"standup_chair",0,-3.95140764790765,3.65307696007696,4.99615464165464,-0.0190581751399905,1.25364675362696,0.00265400055645078,1.19584298756344,5.01785744884536,1.18462025325663,0.413887222950624,0.217481009382546,0.940514320968011,373.144079911197,272.568648470078,331.471752206297
"sitdown_chair",0,-4.41501372801373,4.80203732303732,4.23412226512226,0.0622489260169412,0.0247033589523628,0.0515864034981071,1.12351229916128,1.51921712875523,1.28462316531491,0.820839610997713,0.707751364900341,0.953234776727461,286.390364434106,223.407761791027,243.980296124577
"descend_stairs",0,-7.18188726088726,4.14270573870574,3.6358428978429,1.05845508906012,0.926303437462788,1.70229331487033,3.93654908723032,5.50367656788324,5.46103628565327,-0.2873849333838,-0.192852008284914,0.666795827025949,561.532319918926,358.084821687231,342.216138013739
"liedown_bed",0,-4.3420232708468,1.78540616246499,6.5457849601379,0.828696685100357,0.431049987374111,-0.48252484122983,3.17841616908298,2.48946996952071,1.80822661471348,-0.429024040613845,-0.568931088150087,0.626715472929781,447.413454247408,409.117914136826,385.553676234077
"getup_bed",0,-6.55359535655058,4.8274977493485,3.51724330727316,0.777069257619101,0.149631558634395,0.567765193942245,2.87359512760423,2.32835803855559,2.27871033169375,0.541825670812339,0.179511842051531,0.734022187795297,318.13931815802,340.60164745703,341.99333695103
"sitdown_chair",0,-2.68259378036929,5.55339795918367,4.28833819241983,0.00221241360564362,0.142939698539893,0.113176604178231,1.19056220129632,5.58532310067956,1.53825672189626,0.209617600759059,0.00983460354994349,0.914574288956028,170.416714291491,113.875645575882,158.157302903412
"liedown_bed",0,-6.6092150244346,0.883197522445732,5.16043675417661,0.353318662250546,0.594456725117072,-0.685958508145263,2.93150725325791,3.37216608135022,2.13963290887676,-0.148646821535254,-0.434286795167585,0.764062531708834,331.111405312873,306.149759129563,370.463219954741
"standup_chair",0,-6.78748639455783,3.88849036281179,1.1646014739229,1.38538200696882,0.052360545403586,0.311114016506454,3.51886841779096,4.85495825080913,2.72527609912118,0.54888937624214,0.544396767001312,0.774899796810985,300.17799280212,240.683861400482,252.776167811934
"sitdown_chair",0,-3.60331587301588,5.01714391534392,4.22591904761905,0.138540244706485,1.51135302380502,0.272863487774147,1.16473124261252,7.30697196349013,1.36048982785505,0.0282800988790077,-0.134333014541561,0.951796839621479,139.915879891679,104.221460627253,143.520656273651
"getup_bed",0,-6.82473578302712,1.67416522934633,4.24179052618423,0.520200015802013,0.0363203787202902,-0.273088012803743,2.61462695934704,2.42580962209484,1.77821718839806,-0.0890906664117403,-0.147656012292146,0.779515460208555,803.497304628073,865.081213491882,836.165570566999
"standup_chair",0,-5.60342857142857,4.86613533834587,1.66812593984962,0.687972010229971,0.778054110295509,0.947334435061953,1.8675926805293,2.92775615084111,2.52281537148972,0.601239383697651,0.211853421430802,0.809039778348409,129.401892180583,85.5623456257605,114.008239111497
